section1.pl:36:27	s1_a_1/6	=	Start_time=First_day
section1.pl:43:25	s1_a_1/6	=	End_time=Last_day
section1.pl:47:9	s1_a_1/6	is_before	is_before(Start_time,Last_day)
section1.pl:48:9	s1_a_1/6	is_before	is_before(First_day,End_time)
section1.pl:69:12	s1_a_i/2	=<	Taxinc =< 36900
section1.pl:73:12	s1_a_ii/2	=<	Taxinc =< 89150
section1.pl:74:11	s1_a_ii/2	<	36900 < Taxinc
section1.pl:78:12	s1_a_iii/2	=<	Taxinc =< 140000
section1.pl:79:11	s1_a_iii/2	<	89150 < Taxinc
section1.pl:83:12	s1_a_iv/2	=<	Taxinc =< 250000
section1.pl:84:12	s1_a_iv/2	<	140000 < Taxinc
section1.pl:88:12	s1_a_v/2	<	250000 < Taxinc
section1.pl:107:12	s1_b_i/2	=<	Taxinc =< 29600
section1.pl:111:12	s1_b_ii/2	=<	Taxinc =< 76400
section1.pl:112:11	s1_b_ii/2	<	29600 < Taxinc
section1.pl:116:12	s1_b_iii/2	=<	Taxinc =< 127500
section1.pl:117:11	s1_b_iii/2	<	76400 < Taxinc
section1.pl:121:12	s1_b_iv/2	=<	Taxinc =< 250000
section1.pl:122:12	s1_b_iv/2	<	127500 < Taxinc
section1.pl:126:12	s1_b_v/2	<	250000 < Taxinc
section1.pl:147:12	s1_c_i/2	=<	Taxinc =< 22100
section1.pl:151:12	s1_c_ii/2	=<	Taxinc =< 53500
section1.pl:152:11	s1_c_ii/2	<	22100 < Taxinc
section1.pl:156:12	s1_c_iii/2	=<	Taxinc =< 115000
section1.pl:157:11	s1_c_iii/2	<	53500 < Taxinc
section1.pl:161:12	s1_c_iv/2	=<	Taxinc =< 250000
section1.pl:162:12	s1_c_iv/2	<	115000 < Taxinc
section1.pl:166:12	s1_c_v/2	<	250000 < Taxinc
section1.pl:194:12	s1_d_i/2	=<	Taxinc =< 18450
section1.pl:198:12	s1_d_ii/2	=<	Taxinc =< 44575
section1.pl:199:11	s1_d_ii/2	<	18450 < Taxinc
section1.pl:203:12	s1_d_iii/2	=<	Taxinc =< 70000
section1.pl:204:11	s1_d_iii/2	<	44575 < Taxinc
section1.pl:208:12	s1_d_iv/2	=<	Taxinc =< 125000
section1.pl:209:11	s1_d_iv/2	<	70000 < Taxinc
section1.pl:213:12	s1_d_v/2	<	125000 < Taxinc
section151.pl:40:5	s151_individual/5	list_to_set	list_to_set(List_b_2,Set_b)
section151.pl:46:5	s151_individual/5	list_to_set	list_to_set(List_c,Set_c)
section151.pl:50:9	s151_individual/5	member	member((Person,_),List_all_exemptions)
section151.pl:55:9	s151_individual/5	member	member((_,Exemption),List_all_exemptions)
section151.pl:119:24	s151_d/3	=	Ea = Exemption_in
section151.pl:135:10	s151_d_2/4	\==	Taxp \== Otaxp
section151.pl:154:8	s151_d_3_A/7	>	Agi>Aa
section151.pl:157:11	s151_d_3_A/7	max	max(Exemption_amount_in-Reduction_amount,0)
section151.pl:165:19	s151_d_3_B/5	max	max(Agi-Aa,0)
section151.pl:186:11	s151_d_3_B/5	min	min(Number,100)
section151.pl:192:5	s151_d_5/2	between	between(2018,2025,Taxy)
section152.pl:4:14	s152/3	\==	Dependent\==Taxp
section152.pl:77:16	s152_c_1_A/4	=	End_t = Death_taxpayer_time
section152.pl:77:50	s152_c_1_A/4	=	End_t = End_day
section152.pl:84:16	s152_c_1_A/4	=	End_i = Death_individual_time
section152.pl:84:52	s152_c_1_A/4	=	End_i = End_day
section152.pl:86:2	s152_c_1_A/4	earliest	earliest([End_t,End_i,End_day],End_relationship)
section152.pl:130:5	s152_c_1_B/6	earliest	earliest([End_individual,End_taxpayer,Last_day_of_year,End_relationship],End_day)
section152.pl:132:5	s152_c_1_B/6	latest	latest([Start_individual,Start_taxpayer,First_day_of_year,Start_relationship],Start_day)
section152.pl:136:11	s152_c_1_B/6	>=	Duration >= Half_year_duration
section152.pl:167:13	s152_c_2_A/5	=	Dependent=Childc2a
section152.pl:168:22	s152_c_2_A/5	=	Start_relationship=Start_child
section152.pl:169:20	s152_c_2_A/5	=	End_relationship=End_child
section152.pl:172:14	s152_c_2_A/5	\==	Dependent \== Childc2a
section152.pl:184:13	s152_c_2_B/5	==	S65 == Bsssc2b
section152.pl:204:13	s152_c_3/3	is_before	is_before(Taxpayer_dob,Individual_dob)
section152.pl:230:17	s152_c_3/3	=<	Age_individual =< Duration_25_years
section152.pl:254:16	s152_d_1_A/5	=	End_t = Death_taxpayer_time
section152.pl:254:50	s152_d_1_A/5	=	End_t = End_day
section152.pl:261:16	s152_d_1_A/5	=	End_i = Death_individual_time
section152.pl:261:52	s152_d_1_A/5	=	End_i = End_day
section152.pl:263:2	s152_d_1_A/5	earliest	earliest([End_t,End_i,End_day],End_relationship)
